timestamp,url,method,status_code,robots_allowed,response_time_ms,notes
2026-06-28T21:01:52.362754,https://www.makro.com.ar/,GET,200,True,1836.49,
2026-06-28T21:01:55.591183,https://www.makro.com.ar/,GET,200,True,1936.42,
2026-06-28T21:01:59.448755,https://www.makro.com.ar/,GET,200,True,1901.66,
2026-06-28T21:02:03.585742,https://www.makro.com.ar/,GET,200,True,1885.92,
2026-06-28T21:02:07.042488,https://www.makro.com.ar/,GET,200,True,1816.22,
2026-06-28T21:02:10.781605,https://www.makro.com.ar/,GET,200,True,1836.57,
2026-06-28T21:02:14.428272,https://www.makro.com.ar/,GET,200,True,1910.96,
2026-06-28T21:02:17.981799,https://www.makro.com.ar/,GET,200,True,1898.64,
2026-06-28T21:02:21.057101,https://www.makro.com.ar/,GET,200,True,1961.34,
2026-06-28T21:02:25.165698,https://www.makro.com.ar/,GET,200,True,1915.38,
2026-06-28T21:02:29.511928,https://www.makro.com.ar/,GET,200,True,1836.4,
2026-06-28T21:02:33.325253,https://www.makro.com.ar/,GET,200,True,1875.54,
2026-06-28T21:02:36.498705,https://www.makro.com.ar/,GET,200,True,1806.28,
2026-06-28T21:02:40.477922,https://www.makro.com.ar/,GET,200,True,1872.07,
2026-06-28T21:02:44.301980,https://www.makro.com.ar/,GET,200,True,1918.65,
2026-06-28T21:02:47.421314,https://www.makro.com.ar/,GET,200,True,1847.02,
2026-06-28T21:02:50.045513,https://www.makro.com.ar/,GET,200,True,1941.82,
2026-06-28T21:02:53.141028,https://www.makro.com.ar/,GET,200,True,1839.89,
2026-06-28T21:02:57.246086,https://www.makro.com.ar/,GET,200,True,1890.21,
2026-06-28T21:02:59.889447,https://www.makro.com.ar/,GET,200,True,1961.66,
2026-06-28T21:03:03.951491,https://www.makro.com.ar/,GET,200,True,1862.5,
2026-06-28T21:03:06.365684,https://www.makro.com.ar/,GET,200,True,1915.04,
2026-06-28T21:03:10.156167,https://www.makro.com.ar/,GET,200,True,1944.16,
2026-06-28T21:03:12.663941,https://www.makro.com.ar/,GET,200,True,1921.81,
2026-06-28T21:03:15.369001,https://www.makro.com.ar/,GET,200,True,1848.38,
2026-06-28T21:03:19.452303,https://www.makro.com.ar/,GET,200,True,1925.41,
2026-06-28T21:03:22.101938,https://www.makro.com.ar/,GET,200,True,1834.62,
2026-06-28T21:03:26.112115,https://www.makro.com.ar/,GET,200,True,1885.75,
2026-06-28T21:03:30.348704,https://www.makro.com.ar/,GET,200,True,1911.87,
2026-06-28T21:03:32.716617,https://www.makro.com.ar/pagina-inexistente-audit-test-xyz,GET,200,True,1637.72,
2026-06-28T21:03:38.722592,https://www.makro.com.ar/,GET,200,True,1829.22,
2026-06-28T21:03:42.637468,https://www.makro.com.ar/,GET,200,True,1946.8,
2026-06-28T21:03:45.304665,https://www.makro.com.ar/,GET,200,True,1858.17,
